"","site_name","human_use","tree_id","dbh_cm","date","time","temp_c","humidity_percent","in_center","count_height","egg_count","caterpillar_count","entered_by"
"74","H01","High","white_ash",NA,"16-Jun","9:35",22,70,"No","medium",NA,"0",NA
"75","H01","High","white_ash",NA,"16-Jun","9:35",22,70,"No","medium",NA,"0",NA
"76","H01","High","white_ash",NA,"16-Jun","9:35",22,70,"No","medium",NA,"0",NA
"77","H01","High","white_ash",NA,"16-Jun","9:35",22,70,"No","medium",NA,"0",NA
"78","H01","High","white_ash",NA,"16-Jun","9:35",22,70,"No","medium",NA,"0",NA
"79","H01","High","bitternut_hickory",NA,"16-Jun","9:35",22,70,"No","medium",NA,"0",NA
"80","H01","High","bitternut_hickory",NA,"16-Jun","9:35",22,70,"No","medium",NA,"0",NA
"81","H01","High","bitternut_hickory",NA,"16-Jun","9:35",22,70,"No","medium",NA,"0",NA
"82","H01","High","bitternut_hickory",NA,"16-Jun","9:35",22,70,"No","medium",NA,"0",NA
"83","H01","High","Ostrya_virginiana",NA,"16-Jun","9:35",22,70,"No","medium",NA,"0",NA
"84","H01","High","trembling_aspen",NA,"16-Jun","9:35",22,70,"No","medium",NA,"0",NA
"85","H010","High","sugar_maple",2.8,"02-Jun","9:17",14,78,"Yes","high","0","0",NA
"86","H010","High","sugar_maple",28.8,"02-Jun","9:17",14,78,"Yes","high","medium","0",NA
"87","H010","High","sugar_maple",4.2,"02-Jun","9:17",14,78,"Yes","high","low","0",NA
"88","H010","High","sugar_maple",18.5,"02-Jun","9:17",14,78,"Yes","high","low","0",NA
"89","H010","High","sugar_maple",1.4,"02-Jun","9:17",14,78,"Yes","high","0","0",NA
"90","H010","High","dead",5,"02-Jun","9:17",14,78,"Yes","high","0","0",NA
"91","H010","High","sugar_maple",2.9,"02-Jun","9:17",14,78,"Yes","high","0","low",NA
"92","H010","High","sugar_maple",2.9,"02-Jun","9:17",14,78,"Yes","high","0","0",NA
"93","H010","High","sugar_maple",2.8,"02-Jun","9:17",14,78,"Yes","low","0","0",NA
"94","H010","High","sugar_maple",28.8,"02-Jun","9:17",14,78,"Yes","low","medium","0",NA
"95","H010","High","sugar_maple",4.2,"02-Jun","9:17",14,78,"Yes","low","0","0",NA
"96","H010","High","sugar_maple",18.5,"02-Jun","9:17",14,78,"Yes","low","high","0",NA
"97","H010","High","sugar_maple",1.4,"02-Jun","9:17",14,78,"Yes","low","low","0",NA
"98","H010","High","dead",5,"02-Jun","9:17",14,78,"Yes","low","0","0",NA
"99","H010","High","sugar_maple",2.9,"02-Jun","9:17",14,78,"Yes","low","0","0",NA
"100","H010","High","sugar_maple",2.9,"02-Jun","9:17",14,78,"Yes","low","low","0",NA
"101","H010","High","sugar_maple",2.8,"02-Jun","9:17",14,78,"Yes","medium","low","0",NA
"102","H010","High","sugar_maple",28.8,"02-Jun","9:17",14,78,"Yes","medium","low","0",NA
"103","H010","High","sugar_maple",4.2,"02-Jun","9:17",14,78,"Yes","medium","low","0",NA
"104","H010","High","sugar_maple",18.5,"02-Jun","9:17",14,78,"Yes","medium","low","0",NA
"105","H010","High","sugar_maple",1.4,"02-Jun","9:17",14,78,"Yes","medium","0","0",NA
"106","H010","High","dead",5,"02-Jun","9:17",14,78,"Yes","medium","0","0",NA
"107","H010","High","sugar_maple",2.9,"02-Jun","9:17",14,78,"Yes","medium","0","0",NA
"108","H010","High","sugar_maple",2.9,"02-Jun","9:17",14,78,"Yes","medium","low","0",NA
"109","H010","High","dead",12.5,"02-Jun","9:17",14,78,"No","high","low","0",NA
"110","H010","High","sugar_maple",3,"02-Jun","9:17",14,78,"No","high","0","low",NA
"111","H010","High","sugar_maple",1.3,"02-Jun","9:17",14,78,"No","high","0","0",NA
"112","H010","High","sugar_maple",3.4,"02-Jun","9:17",14,78,"No","high","0","low",NA
"113","H010","High","dead",4.8,"02-Jun","9:17",14,78,"No","high","0","0",NA
"114","H010","High","sugar_maple",1.6,"02-Jun","9:17",14,78,"No","high","0","low",NA
"115","H010","High","sugar_maple",3,"02-Jun","9:17",14,78,"No","high","0","0",NA
"116","H010","High","sugar_maple",2.4,"02-Jun","9:17",14,78,"No","high","low","0",NA
"117","H010","High","Ostrya_virginiana",8.5,"02-Jun","9:17",14,78,"No","high","medium","0",NA
"118","H010","High","red_oak",2.7,"02-Jun","9:17",14,78,"No","high","0","low",NA
"119","H010","High","elm",5,"02-Jun","9:17",14,78,"No","high","0","0",NA
"120","H010","High","sugar_maple",9.8,"02-Jun","9:17",14,78,"No","high","medium","0",NA
"121","H010","High","dead",3.8,"02-Jun","9:17",14,78,"No","high","low","0",NA
"122","H010","High","Fraxinus_pennsylvanica",1.8,"02-Jun","9:17",14,78,"No","high","0","0",NA
"123","H010","High","dead",8.4,"02-Jun","9:00",14,78,"No","high","0","0",NA
"124","H010","High","dead",6.7,"02-Jun","9:00",14,78,"No","high","0","0",NA
"125","H010","High","sugar_maple",4.6,"02-Jun","9:00",14,78,"No","high","0","low",NA
"126","H010","High","red_oak",5.5,"02-Jun","9:00",14,78,"No","high","low","medium",NA
"127","H010","High","dead",3.4,"02-Jun","9:00",14,78,"No","high","high","0",NA
"128","H010","High","red_oak",17,"02-Jun","9:00",14,78,"No","high","high","0",NA
"129","H010","High","sugar_maple",8.7,"02-Jun","9:00",14,78,"No","high","medium","0",NA
"130","H010","High","dead",4.3,"02-Jun","9:00",14,78,"No","high","low","0",NA
"131","H010","High","grey_birch",9.5,"02-Jun","9:00",14,78,"No","high","low","0",NA
"132","H010","High","grey_birch",14,"02-Jun","9:00",14,78,"No","high","low","0",NA
"133","H010","High","dead",16.8,"02-Jun","9:30",14,78,"No","high","low","0",NA
"134","H010","High","sugar_maple",4.4,"02-Jun","9:30",14,78,"No","high","low","medium",NA
"135","H010","High","sugar_maple",8.7,"02-Jun","9:30",14,78,"No","high","medium","0",NA
"136","H010","High","sugar_maple",8.6,"02-Jun","9:30",14,78,"No","high","medium","low",NA
"137","H010","High","dead",12.5,"02-Jun","9:17",14,78,"No","low","0","0",NA
"138","H010","High","sugar_maple",3,"02-Jun","9:17",14,78,"No","low","0","0",NA
"139","H010","High","sugar_maple",1.3,"02-Jun","9:17",14,78,"No","low","0","0",NA
"140","H010","High","sugar_maple",3.4,"02-Jun","9:17",14,78,"No","low","0","0",NA
"141","H010","High","dead",4.8,"02-Jun","9:17",14,78,"No","low","0","0",NA
"142","H010","High","sugar_maple",1.6,"02-Jun","9:17",14,78,"No","low","0","0",NA
"143","H010","High","sugar_maple",3,"02-Jun","9:17",14,78,"No","low","low","0",NA
"144","H010","High","sugar_maple",2.4,"02-Jun","9:17",14,78,"No","low","0","0",NA
"145","H010","High","Ostrya_virginiana",8.5,"02-Jun","9:17",14,78,"No","low","low","0",NA
"146","H010","High","red_oak",2.7,"02-Jun","9:17",14,78,"No","low","low","0",NA
"147","H010","High","elm",5,"02-Jun","9:17",14,78,"No","low","0","0",NA
"148","H010","High","sugar_maple",9.8,"02-Jun","9:17",14,78,"No","low","medium","0",NA
"149","H010","High","dead",3.8,"02-Jun","9:17",14,78,"No","low","0","0",NA
"150","H010","High","Fraxinus_pennsylvanica",1.8,"02-Jun","9:17",14,78,"No","low","0","0",NA
"151","H010","High","dead",8.4,"02-Jun","9:00",14,78,"No","low","0","0",NA
"152","H010","High","dead",6.7,"02-Jun","9:00",14,78,"No","low","0","0",NA
"153","H010","High","sugar_maple",4.6,"02-Jun","9:00",14,78,"No","low","0","low",NA
"154","H010","High","red_oak",5.5,"02-Jun","9:00",14,78,"No","low","low","high",NA
"155","H010","High","dead",3.4,"02-Jun","9:00",14,78,"No","low","0","0",NA
"156","H010","High","red_oak",17,"02-Jun","9:00",14,78,"No","low","0","0",NA
"157","H010","High","sugar_maple",8.7,"02-Jun","9:00",14,78,"No","low","low","0",NA
"158","H010","High","dead",4.3,"02-Jun","9:00",14,78,"No","low","0","0",NA
"159","H010","High","grey_birch",9.5,"02-Jun","9:00",14,78,"No","low","low","0",NA
"160","H010","High","grey_birch",14,"02-Jun","9:00",14,78,"No","low","low","0",NA
"161","H010","High","dead",16.8,"02-Jun","9:30",14,78,"No","low","low","0",NA
"162","H010","High","sugar_maple",4.4,"02-Jun","9:30",14,78,"No","low","0","low",NA
"163","H010","High","sugar_maple",8.7,"02-Jun","9:30",14,78,"No","low","low","0",NA
"164","H010","High","sugar_maple",8.6,"02-Jun","9:30",14,78,"No","low","0","0",NA
"165","H010","High","dead",12.5,"02-Jun","9:17",14,78,"No","medium","medium","0",NA
"166","H010","High","sugar_maple",3,"02-Jun","9:17",14,78,"No","medium","0","0",NA
"167","H010","High","sugar_maple",1.3,"02-Jun","9:17",14,78,"No","medium","0","0",NA
"168","H010","High","sugar_maple",3.4,"02-Jun","9:17",14,78,"No","medium","0","0",NA
"169","H010","High","dead",4.8,"02-Jun","9:17",14,78,"No","medium","0","0",NA
"170","H010","High","sugar_maple",1.6,"02-Jun","9:17",14,78,"No","medium","low","0",NA
"171","H010","High","sugar_maple",3,"02-Jun","9:17",14,78,"No","medium","low","0",NA
"172","H010","High","sugar_maple",2.4,"02-Jun","9:17",14,78,"No","medium","low","0",NA
"173","H010","High","Ostrya_virginiana",8.5,"02-Jun","9:17",14,78,"No","medium","low","0",NA
"174","H010","High","red_oak",2.7,"02-Jun","9:17",14,78,"No","medium","0","0",NA
"175","H010","High","elm",5,"02-Jun","9:17",14,78,"No","medium","0","0",NA
"176","H010","High","sugar_maple",9.8,"02-Jun","9:17",14,78,"No","medium","low","0",NA
"177","H010","High","dead",3.8,"02-Jun","9:17",14,78,"No","medium","low","0",NA
"178","H010","High","Fraxinus_pennsylvanica",1.8,"02-Jun","9:17",14,78,"No","medium","0","0",NA
"179","H010","High","dead",8.4,"02-Jun","9:00",14,78,"No","medium","0","0",NA
"180","H010","High","dead",6.7,"02-Jun","9:00",14,78,"No","medium","0","0",NA
"181","H010","High","sugar_maple",4.6,"02-Jun","9:00",14,78,"No","medium","0","low",NA
"182","H010","High","red_oak",5.5,"02-Jun","9:00",14,78,"No","medium","low","high",NA
"183","H010","High","dead",3.4,"02-Jun","9:00",14,78,"No","medium","high","0",NA
"184","H010","High","red_oak",17,"02-Jun","9:00",14,78,"No","medium","low","0",NA
"185","H010","High","sugar_maple",8.7,"02-Jun","9:00",14,78,"No","medium","medium","0",NA
"186","H010","High","dead",4.3,"02-Jun","9:00",14,78,"No","medium","low","0",NA
"187","H010","High","grey_birch",9.5,"02-Jun","9:00",14,78,"No","medium","low","0",NA
"188","H010","High","grey_birch",14,"02-Jun","9:00",14,78,"No","medium","medium","0",NA
"189","H010","High","dead",16.8,"02-Jun","9:30",14,78,"No","medium","low","0",NA
"190","H010","High","sugar_maple",4.4,"02-Jun","9:30",14,78,"No","medium","low","low",NA
"191","H010","High","sugar_maple",8.7,"02-Jun","9:30",14,78,"No","medium","low","0",NA
"192","H010","High","sugar_maple",8.6,"02-Jun","9:30",14,78,"No","medium","low","0",NA
"193","H011","High","white_ash",NA,"21-Jun","9:56",18,63,"Yes","high",NA,"0",NA
"194","H011","High","white_ash",NA,"21-Jun","9:56",18,63,"Yes","high",NA,"0",NA
"195","H011","High","white_ash",NA,"21-Jun","9:56",18,63,"Yes","low",NA,"0",NA
"196","H011","High","white_ash",NA,"21-Jun","9:56",18,63,"Yes","low",NA,"0",NA
"197","H011","High","white_ash",NA,"21-Jun","9:56",18,63,"Yes","medium",NA,"0",NA
"198","H011","High","white_ash",NA,"21-Jun","9:56",18,63,"Yes","medium",NA,"0",NA
"199","H011","High","red_oak",NA,"21-Jun","9:56",18,63,"No","high",NA,"0",NA
"200","H011","High","white_ash",NA,"21-Jun","9:56",18,63,"No","high",NA,"0",NA
"201","H011","High","white_ash",NA,"21-Jun","9:56",18,63,"No","high",NA,"0",NA
"202","H011","High","Ostrya_virginiana",NA,"21-Jun","9:56",18,63,"No","high",NA,"low",NA
"203","H011","High","Ostrya_virginiana",NA,"21-Jun","9:56",18,63,"No","high",NA,"low",NA
"204","H011","High","red_oak",NA,"21-Jun","9:56",18,63,"No","high",NA,"0",NA
"205","H011","High","red_oak",NA,"21-Jun","9:56",18,63,"No","low",NA,"0",NA
"206","H011","High","white_ash",NA,"21-Jun","9:56",18,63,"No","low",NA,"0",NA
"207","H011","High","white_ash",NA,"21-Jun","9:56",18,63,"No","low",NA,"0",NA
"208","H011","High","Ostrya_virginiana",NA,"21-Jun","9:56",18,63,"No","low",NA,"0",NA
"209","H011","High","Ostrya_virginiana",NA,"21-Jun","9:56",18,63,"No","low",NA,"0",NA
"210","H011","High","red_oak",NA,"21-Jun","9:56",18,63,"No","low",NA,"low",NA
"211","H011","High","red_oak",NA,"21-Jun","9:56",18,63,"No","medium",NA,"0",NA
"212","H011","High","white_ash",NA,"21-Jun","9:56",18,63,"No","medium",NA,"0",NA
"213","H011","High","white_ash",NA,"21-Jun","9:56",18,63,"No","medium",NA,"low",NA
"214","H011","High","Ostrya_virginiana",NA,"21-Jun","9:56",18,63,"No","medium",NA,"0",NA
"215","H011","High","Ostrya_virginiana",NA,"21-Jun","9:56",18,63,"No","medium",NA,"medium",NA
"216","H011","High","red_oak",NA,"21-Jun","9:56",18,63,"No","medium",NA,"low",NA
"217","H015","High","american_beech",8.8,"07-Jun","10:00",19,65,"Yes","high","low","low",NA
"218","H015","High","american_beech",5.5,"07-Jun","10:00",19,65,"Yes","high","0","low",NA
"219","H015","High","american_beech",8.8,"07-Jun","10:00",19,65,"Yes","low","low","0",NA
"220","H015","High","american_beech",5.5,"07-Jun","10:00",19,65,"Yes","low","low","0",NA
"221","H015","High","american_beech",8.8,"07-Jun","10:00",19,65,"Yes","medium","low","low",NA
"222","H015","High","american_beech",5.5,"07-Jun","10:00",19,65,"Yes","medium","0","low",NA
"223","H015","High","american_beech",34.5,"07-Jun","10:00",19,65,"No","high","0","0",NA
"224","H015","High","dead",1.6,"07-Jun","10:00",19,65,"No","high","0","0",NA
"225","H015","High","american_beech",3.2,"07-Jun","10:00",19,65,"No","high","0","low",NA
"226","H015","High","american_beech",2,"07-Jun","10:00",19,65,"No","high","0","low",NA
"227","H015","High","dead",1.7,"07-Jun","10:00",19,65,"No","high","0","0",NA
"228","H015","High","dead",1.1,"07-Jun","10:00",19,65,"No","high","0","0",NA
"229","H015","High","american_beech",36,"07-Jun","10:00",19,65,"No","high","medium","0",NA
"230","H015","High","american_beech",4.9,"07-Jun","10:00",19,65,"No","high","low","low",NA
"231","H015","High","dead",7.9,"07-Jun","10:10",19,65,"No","high","0","0",NA
"232","H015","High","american_beech",5.6,"07-Jun","10:10",19,65,"No","high","low","low",NA
"233","H015","High","sugar_maple",45.9,"07-Jun","10:10",19,65,"No","high","0","0",NA
"234","H015","High","american_beech",14.1,"07-Jun","10:10",19,65,"No","high","low","0",NA
"235","H015","High","american_beech",5.8,"07-Jun","10:10",19,65,"No","high","low","low",NA
"236","H015","High","dead",7.7,"07-Jun","10:10",19,65,"No","high","0","0",NA
"237","H015","High","american_beech",10.9,"07-Jun","10:10",19,65,"No","high","low","0",NA
"238","H015","High","american_beech",30,"07-Jun","10:10",19,65,"No","high","medium","0",NA
"239","H015","High","american_beech",3.5,"07-Jun","10:10",19,65,"No","high","0","low",NA
"240","H015","High","american_beech",1.1,"07-Jun","10:10",19,65,"No","high","0","0",NA
"241","H015","High","dead",4.8,"07-Jun","10:10",19,65,"No","high","0","0",NA
"242","H015","High","dead",4.2,"07-Jun","10:10",19,65,"No","high","0","0",NA
"243","H015","High","american_beech",47,"07-Jun","10:10",19,65,"No","high","high","0",NA
"244","H015","High","sugar_maple",46.1,"07-Jun","10:10",19,65,"No","high","medium","0",NA
"245","H015","High","american_beech",3.3,"07-Jun","10:00",19,65,"No","high","0","medium",NA
"246","H015","High","american_beech",13.7,"07-Jun","10:15",19,65,"No","high","low","0",NA
"247","H015","High","american_beech",1.7,"07-Jun","10:15",19,65,"No","high","0","low",NA
"248","H015","High","dead",9.4,"07-Jun","10:15",19,65,"No","high","low","0",NA
"249","H015","High","sugar_maple",20,"07-Jun","10:15",19,65,"No","high","low","low",NA
"250","H015","High","american_beech",34.5,"07-Jun","10:00",19,65,"No","low","low","0",NA
"251","H015","High","dead",1.6,"07-Jun","10:00",19,65,"No","low","0","0",NA
"252","H015","High","american_beech",3.2,"07-Jun","10:00",19,65,"No","low","low","0",NA
"253","H015","High","american_beech",2,"07-Jun","10:00",19,65,"No","low","0","0",NA
"254","H015","High","dead",1.7,"07-Jun","10:00",19,65,"No","low","low","0",NA
"255","H015","High","dead",1.1,"07-Jun","10:00",19,65,"No","low","0","0",NA
"256","H015","High","american_beech",36,"07-Jun","10:00",19,65,"No","low","medium","0",NA
"257","H015","High","american_beech",4.9,"07-Jun","10:00",19,65,"No","low","0","0",NA
"258","H015","High","dead",7.9,"07-Jun","10:10",19,65,"No","low","0","0",NA
"259","H015","High","american_beech",5.6,"07-Jun","10:10",19,65,"No","low","0","0",NA
"260","H015","High","sugar_maple",45.9,"07-Jun","10:10",19,65,"No","low","low","0",NA
"261","H015","High","american_beech",14.1,"07-Jun","10:10",19,65,"No","low","0","0",NA
"262","H015","High","american_beech",5.8,"07-Jun","10:10",19,65,"No","low","0","0",NA
"263","H015","High","dead",7.7,"07-Jun","10:10",19,65,"No","low","0","0",NA
"264","H015","High","american_beech",10.9,"07-Jun","10:10",19,65,"No","low","0","0",NA
"265","H015","High","american_beech",30,"07-Jun","10:10",19,65,"No","low","medium","0",NA
"266","H015","High","american_beech",3.5,"07-Jun","10:10",19,65,"No","low","0","0",NA
"267","H015","High","american_beech",1.1,"07-Jun","10:10",19,65,"No","low","0","0",NA
"268","H015","High","dead",4.8,"07-Jun","10:10",19,65,"No","low","0","0",NA
"269","H015","High","dead",4.2,"07-Jun","10:10",19,65,"No","low","0","0",NA
"270","H015","High","american_beech",47,"07-Jun","10:10",19,65,"No","low","low","low",NA
"271","H015","High","sugar_maple",46.1,"07-Jun","10:10",19,65,"No","low","low","0",NA
"272","H015","High","american_beech",3.3,"07-Jun","10:00",19,65,"No","low","0","0",NA
"273","H015","High","american_beech",13.7,"07-Jun","10:15",19,65,"No","low","0","0",NA
"274","H015","High","american_beech",1.7,"07-Jun","10:15",19,65,"No","low","0","0",NA
"275","H015","High","dead",9.3,"07-Jun","10:15",19,65,"No","low","low","0",NA
"276","H015","High","sugar_maple",20,"07-Jun","10:15",19,65,"No","low","low","0",NA
"277","H015","High","american_beech",34.5,"07-Jun","10:00",19,65,"No","medium","low","0",NA
"278","H015","High","dead",1.6,"07-Jun","10:00",19,65,"No","medium","0","0",NA
"279","H015","High","american_beech",3.2,"07-Jun","10:00",19,65,"No","medium","0","low",NA
"280","H015","High","american_beech",2,"07-Jun","10:00",19,65,"No","medium","0","low",NA
"281","H015","High","dead",1.7,"07-Jun","10:00",19,65,"No","medium","0","0",NA
"282","H015","High","dead",1.1,"07-Jun","10:00",19,65,"No","medium","low","0",NA
"283","H015","High","american_beech",36,"07-Jun","10:00",19,65,"No","medium","low","low",NA
"284","H015","High","american_beech",4.9,"07-Jun","10:00",19,65,"No","medium","0","0",NA
"285","H015","High","dead",7.9,"07-Jun","10:10",19,65,"No","medium","0","0",NA
"286","H015","High","american_beech",5.6,"07-Jun","10:10",19,65,"No","medium","0","0",NA
"287","H015","High","sugar_maple",45.9,"07-Jun","10:10",19,65,"No","medium","low","0",NA
"288","H015","High","american_beech",14.1,"07-Jun","10:10",19,65,"No","medium","low","0",NA
"289","H015","High","american_beech",5.8,"07-Jun","10:10",19,65,"No","medium","0","0",NA
"290","H015","High","dead",7.7,"07-Jun","10:10",19,65,"No","medium","low","0",NA
"291","H015","High","american_beech",10.9,"07-Jun","10:10",19,65,"No","medium","0","0",NA
"292","H015","High","american_beech",30,"07-Jun","10:10",19,65,"No","medium","low","0",NA
"293","H015","High","american_beech",3.5,"07-Jun","10:10",19,65,"No","medium","low","0",NA
"294","H015","High","american_beech",1.1,"07-Jun","10:10",19,65,"No","medium","0","0",NA
"295","H015","High","dead",4.8,"07-Jun","10:10",19,65,"No","medium","0","0",NA
"296","H015","High","dead",4.2,"07-Jun","10:10",19,65,"No","medium","0","0",NA
"297","H015","High","american_beech",47,"07-Jun","10:10",19,65,"No","medium","high","low",NA
"298","H015","High","sugar_maple",46.1,"07-Jun","10:10",19,65,"No","medium","medium","0",NA
"299","H015","High","american_beech",3.3,"07-Jun","10:00",19,65,"No","medium","0","low",NA
"300","H015","High","american_beech",13.7,"07-Jun","10:15",19,65,"No","medium","0","0",NA
"301","H015","High","american_beech",1.7,"07-Jun","10:15",19,65,"No","medium","0","0",NA
"302","H015","High","dead",9.3,"07-Jun","10:15",19,65,"No","medium","low","low",NA
"303","H015","High","sugar_maple",20,"07-Jun","10:15",19,65,"No","medium","0","0",NA
